,sku,units_sold,unit_price,title,average_discount
362,PS4-MatteTitanium,132,13.7234375,Matte Titanium,0.18
363,PS4-Mental-Graffiti-GYTM1021,11,19.586363636363636,Mental Graffiti,0.0
364,PS4-MentalAnarchy,14,12.95,Anarchy,0.0
365,PS4-MentalGraffiti,1040,13.261330049261083,Mental Graffiti,0.95
366,PS4-Mercury-GYTM1695,5,20.95,Mercury,0.0
367,PS4-Motorsport,703,12.870937042459737,ProFlex® Silicone Skins for PS4: Top Sellers,0.95
368,PS4-NatureIsBeautiful,219,12.879577464788731,ProFlex® Silicone Gel Controller Skins for PS4 DualShock 4,0.09
369,PS4-NavyCamo,612,12.860623946037098,ProFlex® Silicone Gel Controller Skins for PS4 DualShock 4,0.95
370,PS4-NightvisionGreen,17,12.95,ProFlex® Silicone Gel Controller Skins for PS4 DualShock 4,0.0
371,PS4-NightvisionGreenCamo,107,12.837850467289718,Nightvision Green Camo,0.15
372,PS4-OrangeDigitalCamo,156,12.747385620915033,Orange Digital Camo,0.2
373,PS4-OrangeMaze,61,12.65,ProFlex® Silicone Skins for PS4 DualShock 4,0.0
374,PS4-Patriot-GYTM0764,11,18.313636363636363,Patriot,0.0
375,PS4-PinkSkulls,20,12.95,Pink Skulls,0.0
376,PS4-PinkTaffyCamo,5,12.95,Pink Taffy Camo,0.95
377,PS4-Psychadelic,3088,12.90065458207452,Psychedelic,0.06
378,PS4-Psychedelic,113,12.913963963963962,Psychedelic,0.95
379,PS4-PurpleDigitalCamo,149,12.794594594594594,Purple Digital Camo,0.08
380,PS4-PurpleHaze,70,12.95,ProFlex® Silicone Gel Controller Skins for PS4 DualShock 4,0.0
381,PS4-PurpleHazeCamo,808,12.904659949622165,Purple Haze Camo,0.03
382,PS4-PurpleSkulls,521,12.870233463035017,Purple Skulls,0.95
383,PS4-RavenBlack,221,12.7752427184466,Raven Black,0.14
384,PS4-Red-Black-Hole-GYTM0912,5,21.95,Red Black Hole,0.0
385,PS4-Red-Glass-GYTM2137,2,19.95,Red Glass,0.0
386,PS4-RedDigitalCamo,532,13.006710775047258,Tactical Digital Camo,0.0
387,PS4-RedMotif,610,12.87,Red Motif,0.08
388,PS4-RedPillBluePill-GYTM0693,6,19.45,Red or Blue Pill,0.95
389,PS4-RedSkulls,873,12.915922444183312,Red Skulls,0.02
390,PS4-RedTigerStripe,276,12.89074074074074,Tiger Stripe Camo,0.0
391,PS4-RideorDie,237,16.33888888888889,Ride or Die *LIMITED EDITION*,0.0
392,PS4-RoseDragon,1553,13.707516339869281,Rose Dragon,0.08
393,PS4-RosesAreBlue,225,12.976666666666667,Roses are Blue,0.06
394,PS4-RoyalBlue,21,12.95,Royal Blue,0.0
395,PS4-SandstormCamo,105,12.920873786407766,Sandstorm Camo,0.95
396,PS4-ScarletRed,188,12.813387978142076,Scarlet Red,0.03
397,PS4-ShadowCamo,1017,12.872528032619774,Shadow Camo,0.08
398,PS4-ShowMeTheMoney,2718,12.895142857142858,Show Me The Money,0.02
399,PS4-ShowMeTheMoney-GCTM0052,22,18.586363636363636,Show Me The Money,0.95
400,PS4-SilverwolfCamo,47,12.95,Silverwolf Camo,0.0
401,PS4-SkullsOfFire,9,13.838888888888889,Skulls of Fire,0.95
402,PS4-SnowDigitalCamo,492,13.250207039337473,Snow Digital Camo,0.95
403,PS4-Space-Time-GYTM0945,5,21.95,Space Time,0.0
404,PS4-Spacial,60,13.483333333333333,Spacial,0.95
405,PS4-Splatter-GYTM2229,5,21.35,Splatter,0.0
406,PS4-StarSpangledBanner-DPTM0121,6,18.28333333333333,Star Spangled Banner,0.0
407,PS4-SubmarineCamo,492,12.886475409836065,Submarine Camo,0.95
408,PS4-SugarSkulls,846,12.912695547533092,Sugar Skulls,0.11
409,PS4-TacticalDigitalCamo,293,12.815724381625442,Tactical Digital Camo,0.05
410,PS4-Tag-Life-GYTM1047,5,21.75,Tag Life,0.0
411,PS4-TagLife,746,13.985230352303523,Tag Life,0.02
412,PS4-TheGreatBeyond-GYTM0761,10,21.75,The Great Beyond,0.0
413,PS4-ThereWillBeBlood-DPTM0505,26,20.796153846153842,There Will Be Blood,0.0
414,PS4-TieDye,2788,14.409698196540303,Tie Dye,0.95
415,PS4-TraditionalCamo,104,12.704901960784312,Traditional Camo,0.95
416,PS4-UltraCamo,471,12.906989247311827,Ultra Camo,0.09
417,PS4-UltraPinkCamo,32,12.95,ProFlex® Silicone Gel Controller Skins for PS4 DualShock 4,0.95
418,PS4-UltraPinkSkulls,349,12.882944606413993,Ultra Pink Skulls,0.12
419,PS4-WetPaint-TN-PS4-5059,5,21.55,Wet Paint,0.0
420,PS4-WhiteDigitalCamo,1,14.95,Snow Digital Camo,0.95
421,PS4-WhiteMotif,564,12.874324324324323,White Motif,0.02
422,PS4-WhiteSkulls,418,12.90609756097561,White Skulls,0.04
423,PS4-Wildfire,1509,12.91955345060893,Wildfire,0.05
424,PS4-Wildstyle,1065,12.919289827255279,Wildstyle,0.09
425,PS4-Wildstyle-Graffiti-GYTM1027,17,19.24411764705882,Wildstyle Graffiti,0.0
426,PS4-Wildsyle,5,12.95,ProFlex® Silicone Gel Controller Skins for PS4 DualShock 4,0.95
427,PS4-Wonderland,326,12.85031152647975,Wonderland,0.0
428,PS4-WoodlandCamo,325,12.886708860759493,Woodland Camo,0.0
429,PS4-WoodlandCamo-DPTM1798,3,17.95,Woodland Camo,0.0
430,PS4-YellowSkulls,21,12.473809523809523,Yellow Skulls,0.0
431,PS4LEDBAR,492,11.325349794238683,Set of 40 LED Lightbar Stickers for PS4 Controllers,0.3
432,PS4P_110-Console-SteelArmorAlchemist,2,27.95,Steel Armor Alchemist,0.0
433,PS4P_130-Console-Itachi,13,29.41153846153846,Itachi,0.0
434,PS4P_133-Console-SixPathsofPain,3,29.95,Six Paths of Pain,0.0
435,PS4P_134-Console-Madara,1,29.95,Madara,0.0
436,PS4P_201-Console-CloudUkiyo,3,29.95,Cloud Ukiyo,0.0
437,PS4P_224-Console-Ragnarok,7,29.807142857142857,Ragnarok,0.0
438,PS4P_225-Console-Ghost,3,29.616666666666664,Ghost,0.0
439,PS4P_301-Console-Zilla,6,29.95,Zilla,0.0
440,PS4P_501-Console-NorthernLights,4,29.45,Northern Lights,0.0
441,PS4P_507-Console-Aurora,2,29.95,Aurora,0.95
442,PS4P_608-Console-PaintSplatter,1,29.95,Paint Splatter,0.0
443,PS4P_623-Console-Mecha,4,29.95,Mecha,0.0
444,PS4Pro-Console-NorthernLights,2,29.95,Northern Lights,0.95
445,PS4Pro-Console-PaintSplatter,1,29.95,Paint Splatter,0.0
446,PS4Pro-Console-SteelArmorAlchemist,1,29.95,Steel Armor Alchemist,0.0
447,PS4S_101-Console-HumanitysStrongest,4,28.45,Humanity's Strongest,0.0
448,PS4S_102-Console-UltraInstinctV2,6,28.78333333333333,Ultra Instinct V2,0.0
449,PS4S_103-Console-GogetaRetro,8,28.825,Gogeta Retro,0.0
450,PS4S_104-Console-Evangelion,2,30.450000000000003,Evangelion,0.0
451,PS4S_106-Console-ShenronsRevenge,4,27.45,Shenron's Revenge,0.0
452,PS4S_107-Console-NarutoSasuke,5,29.35,Sasuke,0.0
453,PS4S_108-Console-NarutoKurama,4,28.45,Kurama,0.0
454,PS4S_110-Console-SteelArmorAlchemist,1,32.95,Steel Armor Alchemist,0.0
455,PS4S_111-Console-AlchemistOfSteel,5,28.95,Alchemist of Steel,0.95
456,PS4S_112-Console-GokuUkiyo,2,27.95,Goku Ukiyo,0.0
457,PS4S_113-Console-FriezaJapanRetro,4,27.95,Frieza Retro,0.0
458,PS4S_114-Console-BrolyJapanRetro,2,26.95,Broly Retro,0.0
459,PS4S_115-Console-GokuRose,1,32.95,Goku Rose,0.0
460,PS4S_116-Console-UltraInstinct,1,27.95,Ultra Instinct,0.0
461,PS4S_120-Console-SailorStorm,1,29.95,Sailor Storm,0.95
462,PS4S_123-Console-Son,4,28.95,Son,0.0
463,PS4S_126-Console-Izuku,1,27.95,Izuku,0.0
464,PS4S_130-Console-Itachi,22,28.586363636363636,Itachi,0.0
465,PS4S_133-Console-SixPathsofPain,2,27.45,Six Paths of Pain,0.0
466,PS4S_135-Console-YourName,1,27.95,Your Name,0.0
467,PS4S_201-Console-CloudUkiyo,1,27.95,Cloud Ukiyo,0.0
468,PS4S_202-Console-EllieAndJoel,5,27.55,Ellie and Joel,0.95
469,PS4S_203-Console-Cyberpunk,2,30.450000000000003,Cyberpunk,0.0
470,PS4S_204-Console-FinalStorm,1,27.95,Final Storm,0.95
471,PS4S_206-Console-LeonAndClaire,2,30.450000000000003,Leon and Claire,0.0
472,PS4S_210-Console-PathToTheStars,3,30.28333333333333,Path to the Stars,0.95
473,PS4S_214-Console-Alucard,2,27.95,Alucard,0.0
474,PS4S_219-Console-MortalMashup,2,26.95,Mortal Mashup,0.0
475,PS4S_222-Console-KingdomTrio,2,26.95,Kingdom Trio,0.0
476,PS4S_224-Console-Ragnarok,7,28.521428571428572,Ragnarok,0.95
477,PS4S_225-Console-Ghost,2,27.95,Ghost,0.0
478,PS4S_225-Console-SpiralHill,2,27.95,Spiral Hill,0.0
479,PS4S_301-Console-Zilla,6,30.45,Zilla,0.95
480,PS4S_303-Console-TheOneRing,2,30.450000000000003,The One Ring,0.0
481,PS4S_307-Console-Symbiote,9,30.394444444444446,Symbiote *LIMITED*,0.95
482,PS4S_308-Console-Host,3,27.95,Host *LIMITED*,0.0
483,PS4S_309-Console-SpiralHill,2,27.95,Spiral Hill,0.0
484,PS4S_310-Console-UniverseofRick,3,27.95,Universe of Rick,0.95
485,PS4S_401-Console-MatterOfEssence,1,32.95,Matter of Essence,0.95
486,PS4S_406-Console-LiquidEmerald,2,28.95,Liquid Emerald,0.0
487,PS4S_501-Console-NorthernLights-,1,29.95,Northern Lights,0.0
488,PS4S_502-Console-Supernova,6,28.28333333333333,Supernova,0.95
489,PS4S_506-Console-HighVoltage,1,29.95,High Voltage,0.0
490,PS4S_507-Console-Aurora,1,27.95,Aurora,0.0
491,PS4S_604-Console-BloodSplatter,2,24.95,Blood Splatter,0.0
492,PS4S_606-Console-WhiteMarble,3,25.616666666666664,White Marble,0.0
493,PS4S_609-Console-DayoftheDead,3,26.616666666666664,Day of the Dead,0.0
494,PS4S_610-Console-BreakingThrough,1,25.95,Breaking Through,0.0
495,PS4S_612-Console-AntiqueWood,2,25.95,Antique Wood,0.0
496,PS4S_617-Console-BlackMarble,2,27.95,Black Marble,0.95
497,PS4S_618-Console-BrushedMetal,2,29.95,Brushed Metal,0.0
498,PS4S_619-Console-Patriot-,3,28.616666666666664,Patriot,0.0
499,PS4S_621-Console-WhiteCarbonFiber,3,25.95,White Carbon Fiber,0.0
500,PS4S_622-Console-Hexed,3,25.95,Hexed,0.0
501,PS4S_623-Console-Mecha,5,27.35,Mecha,0.0
502,PS4S_624-Console-PandorasBox,2,28.95,Pandora's Box,0.0
503,PS4S_701-Console-HellsEdge,7,28.95,Hell's Edge,0.0
504,PS4S_703-Console-WhatLiesBeneath,2,25.95,What Lies Beneath,0.95
505,PS4S_704-Console-Magma,1,32.95,Magma,0.0
506,PS4Slim-AmericanWarrior-3144,17,20.06764705882353,American Warrior,0.95
507,PS4Slim-Console-AntiqueWood,1,29.95,Antique Wood,0.95
508,PS4Slim-Console-BioStorm,1,34.95,Bio Storm,0.0
509,PS4Slim-Console-BrolyJapanRetro,1,34.95,Broly Retro,0.0
510,PS4Slim-Console-Cyberpunk,3,34.95,Cyberpunk,0.0
511,PS4Slim-Console-DayoftheDead,2,34.95,Day of the Dead,0.0
512,PS4Slim-Console-EllieAndJoel,1,34.95,Ellie and Joel,0.0
513,PS4Slim-Console-GogetaRetro,1,34.95,Gogeta Retro,0.95
514,PS4Slim-Console-GogetaRetro-PS4S_103,3,32.95,Gogeta Retro,0.0
515,PS4Slim-Console-GokuRose-PS4S_115,1,32.95,Goku Rose,0.95
516,PS4Slim-Console-GrayWood,1,29.95,Gray Wood,0.0
517,PS4Slim-Console-HellsEdge,1,34.95,Hell's Edge,0.95
518,PS4Slim-Console-NarutoKurama,1,34.95,Naruto Kurama,0.0
519,PS4Slim-Console-NarutoKurama-PS4S_108,1,32.95,Kurama,0.95
520,PS4Slim-Console-NarutoSasuke,2,34.95,Naruto Sasuke,0.95
521,PS4Slim-Console-NarutoSasuke-PS4S_107,1,32.95,Naruto Sasuke,0.0
522,PS4Slim-Console-PaintSplatter,1,29.95,Paint Splatter,0.0
523,PS4Slim-Console-PaintSplatter-PS4S_608,1,29.95,Paint Splatter,0.95
524,PS4Slim-Console-PathToTheStars-PS4S_210,2,32.95,Path to the Stars,0.0
525,PS4Slim-Console-SailorStorm,1,34.95,Sailor Storm,0.0
526,PS4Slim-Console-SailorStorm-PS4S_120,1,34.95,Sailor Storm,0.0
527,PS4Slim-Console-Son,1,34.95,Son,0.0
528,PS4Slim-Console-Supernova,2,29.95,Supernova,0.0
529,PS4Slim-Console-Symbiote-PS4S_307,2,34.95,Symbiote *LIMITED*,0.0
530,PS4Slim-Console-UltraInstinct,1,34.95,Ultra Instinct,0.0
531,PS4Slim-Console-UltraInstinctV2,2,34.95,Ultra Instinct V2,0.0
532,PS4Slim-Console-UltraInstinctV2-PS4S_102,3,33.61666666666667,Ultra Instinct V2,0.0
533,PS4Slim-Console-Valhalla,1,34.95,Valhalla,0.95
534,PS4Slim-Console-WhiteMarble,2,29.95,White Marble,0.0
535,PS4Slim-Console-Zilla-PS4S_301,1,32.95,Zilla,0.0
536,PS4_101-Console-HumanitysStrongest,2,23.95,Humanity's Strongest,0.0
537,PS4_107-Console-NarutoSasuke,7,25.807142857142857,Sasuke,0.95
538,PS4_108-Console-NarutoKurama,5,24.95,Kurama,0.0
539,PS4_110-Console-SteelArmorAlchemist,1,27.95,Steel Armor Alchemist,0.95
540,PS4_112-Console-GokuUkiyo,5,25.35,Goku Ukiyo,0.0
541,PS4_113-Console-FriezaJapanRetro,1,24.95,Frieza Retro,0.0
542,PS4_114-Console-BrolyJapanRetro,2,24.95,Broly Japan Retro,0.0
543,PS4_116-Console-UltraInstinct,3,24.28333333333333,Ultra Instinct,0.0
544,PS4_117-Console-LoveBigApples,1,24.95,Love Big Apples,0.95
545,PS4_120-Console-SailorStorm,1,25.95,Sailor Storm,0.0
546,PS4_122-Console-VegetaJapanRetro,7,25.807142857142857,Vegeta Retro,0.0
547,PS4_126-Console-Izuku,1,24.95,Izuku,0.0
548,PS4_130-Console-Itachi,12,25.116666666666664,Itachi,0.95
549,PS4_133-Console-SixPathsofPain,3,25.28333333333333,Six Paths of Pain,0.0
550,PS4_135-Console-YourName,1,24.95,Your Name,0.0
551,PS4_201-Console-CloudUkiyo,1,24.95,Cloud Ukiyo,0.95
552,PS4_202-Console-EllieAndJoel,2,24.95,Ellie and Joel,0.95
553,PS4_210-Console-PathToTheStars,7,25.664285714285715,Path to the Stars,0.0
554,PS4_214-Console-Alucard,1,24.95,Alucard,0.0
555,PS4_215-Console-Eaglevision,1,22.95,Eagle Vision,0.95
556,PS4_219-Console-MortalMashup,4,24.95,Mortal Mashup,0.0
557,PS4_220-Console-JenovasChildren,1,24.95,Jenova's Children,0.0
558,PS4_224-Console-Ragnarok,9,25.616666666666664,Ragnarok,0.0
559,PS4_225-Console-Ghost,2,24.95,Ghost,0.95
560,PS4_301-Console-Zilla,13,25.18076923076923,Zilla,0.0
561,PS4_303-Console-TheOneRing,2,25.95,The One Ring,0.0
562,PS4_308-Console-Host,2,24.95,Host *LIMITED*,0.0
563,PS4_309-Console-SpiralHill,2,25.45,Spiral Hill,0.95
564,PS4_405-Console-PyramidScheme,1,24.95,Pyramid Scheme,0.0
565,PS4_502-Console-Supernova,4,24.95,Supernova,0.0
566,PS4_503-Console-Interstellar,1,24.95,Interstellar,0.0
567,PS4_505-Console-StoneGalaxy,1,24.95,Stone Galaxy,0.0
568,PS4_506-Console-HighVoltage,1,24.95,High Voltage,0.0
569,PS4_507-Console-Aurora,3,25.28333333333333,Aurora,0.0
570,PS4_602-Console-CarbonFiberBlue,1,24.95,Blue Carbon Fiber,0.0
571,PS4_604-Console-BloodSplatter,2,24.95,Blood Splatter,0.0
572,PS4_608-Console-PaintSplatter,2,24.95,Paint Splatter,0.0
573,PS4_617-Console-BlackMarble,1,24.95,Black Marble,0.0
574,PS4_618-Console-BrushedMetal,1,19.95,Brushed Metal,0.0
575,PS4_619-Console-Patriot,3,24.95,Patriot,0.0
576,PS4_620-Console-420,6,24.116666666666664,420,0.0
577,PS4_621-Console-WhiteCarbonFiber,3,24.95,White Carbon Fiber,0.0
578,PS4_623-Console-Mecha,3,24.95,Mecha,0.95
579,PS4_701-Console-HellsEdge,1,25.95,Hell's Edge,0.0
580,PS5-AmericanFlag,38,12.922972972972973,American Flag,0.95
581,PS5-Anarchy,209,13.013725490196077,Anarchy,0.0
582,PS5-AtomicComic,145,12.921631205673757,Atomic Comic,0.0
583,PS5-Aurora,341,13.678358208955224,Aurora,0.95
584,PS5-AvantGarde,108,13.007142857142858,Avant Garde,0.0
585,PS5-BlackCarbonFiber,1211,16.237534121929027,Black Carbon Fiber,0.95
586,PS5-BlackSkulls,104,12.91969696969697,Black Skulls,0.0
587,PS5-BlazeDigitalCamo,97,12.898453608247422,Blaze Digital Camo,0.0
588,PS5-BloodSplatter,349,12.998929663608562,There Will Be Blood,0.0
589,PS5-BlueCarbonFiber,619,16.19617996604414,Blue Carbon Fiber,0.0
590,PS5-BlueDigitalCamo,162,13.019620253164556,Blue Digital Camo,0.0
591,PS5-BlueMotif,141,13.053703703703704,Blue Motif,0.0
592,PS5-BlueSkulls,66,12.869354838709677,Blue Skulls,0.0
593,PS5-Bruh,59,14.95,Bruh,0.0
594,PS5-BubblegumCamo,35,12.92142857142857,Bubblegum Camo,0.0
595,PS5-ChargingStation,23,19.85909090909091,PS5 DualSense Controller Charging Station,0.0
596,PS5-CrimsonRedCamo,254,13.031632653061225,Crimson Red Camo,0.02
597,PS5-DeathsPatriot,100,12.929591836734692,Death's Patriot,0.0
598,PS5-DevilsGarden,156,13.040909090909091,Devil's Garden,0.0
599,PS5-Digital-FD2BLK,282,44.94280575539568,Fade to Black,0.0
600,PS5-Disc-FD2BLK,1251,44.90609756097561,Fade to Black,0.0
601,PS5-Draconika,132,12.996875,Draconika,0.0
602,PS5-FloralFantasy,36,13.06111111111111,Floral Fantasy,0.0
603,PS5-FreeForAll,199,16.595502645502645,Free For All *LIMITED*,0.95
604,PS5-Fusion,206,13.039108910891088,Fusion,0.95
605,PS5-Gambler,87,14.053448275862067,Gambler,0.0
606,PS5-GrayOcean,41,12.924358974358974,Gray Ocean,0.0
607,PS5-GreenMotif,120,13.078205128205127,Green Motif,0.0
608,PS5-JokerGreenCamo,38,13.004054054054054,Joker Green,0.0
609,PS5-JokerGreenSkulls,31,13.208064516129031,Joker Green Skulls,0.0
610,PS5-Legends,198,16.70897435897436,Legends *LIMITED*,0.95
611,PS5-MentalGraffiti,186,13.12877094972067,Mental Graffiti,0.0
612,PS5-MiddleSkin-Digital,50,11.949999999999998,PS5 Matte Black Middle Skin,0.95
613,PS5-MiddleSkin-Disc,285,11.95,PS5 Matte Black Middle Skin,0.0
614,PS5-MiddleSkin-MatteBlack,63,11.95,PS5 Matte Black Middle Skin,0.05
615,PS5-Motorsport,85,12.91470588235294,Motorsport,0.0
616,PS5-MysticBlue,171,12.369161676646707,Mystic Blue,0.0
617,PS5-MysticGreen,150,12.59189189189189,Mystic Green,0.0
618,PS5-MysticRed,169,12.222151898734177,Mystic Red,0.0
619,PS5-NavyCamo,94,12.950000000000001,Navy Camo,0.0
620,PS5-PinkSkulls,52,12.911538461538461,Pink Skulls,0.0
621,PS5-Psychedelic,453,12.97708803611738,Psychedelic,0.0
622,PS5-PurpleDigitalCamo,101,12.939795918367347,Purple Digital Camo,0.0
623,PS5-PurpleHazeCamo,184,12.993956043956045,Purple Haze,0.0
624,PS5-PurpleSkulls,118,12.984482758620688,Purple Skulls,0.95
625,PS5-RadioactiveGreenCamo,98,12.939583333333331,Radioactive Camo,0.95
626,PS5-RadioactiveSkulls,52,12.871568627450978,Radioactive Green Skulls,0.0
627,PS5-RavenousBlack,265,13.141489361702128,Ravenous Black,0.0
628,PS5-RavenousBlue,141,13.05948905109489,Ravenous Blue,0.95
629,PS5-RavenousCrystal,206,13.29090909090909,Ravenous Crystal,0.03
630,PS5-RavenousRed,141,13.024074074074074,Ravenous Red,0.0
631,PS5-RedCarbonFIber,538,16.229611650485438,Red Carbon Fiber,0.0
632,PS5-RedDigitalCamo,108,12.940384615384614,Red Digital Camo,0.0
633,PS5-RedMotif,117,12.986036036036035,Red Motif,0.0
634,PS5-RedSkulls,48,12.887499999999998,Red Skulls,0.0
635,PS5-Redstone,38,11.95,Redstone,0.0
636,PS5-RideOrDie,115,14.178070175438597,Ride or Die *LIMITED EDITION*,0.0
637,PS5-RoseDragon,104,12.891747572815532,Rose Dragon,0.95
638,PS5-ShadowCamo,229,13.08392857142857,Shadow Camo,0.95
639,PS5-ShowMeTheMoney,255,13.052880658436214,Show Me The Money,0.0
640,PS5-SnowDigitalCamo,159,12.98205128205128,Snow Digital Camo,0.95
641,PS5-Storm,12,11.949999999999998,Storm,0.0
642,PS5-SubmarineCamo,95,12.916666666666666,Submarine Camo,0.95
643,PS5-SugarSkulls,41,12.7,Sugar Skulls,0.0
644,PS5-TacticalDigitalCamo,19,13.283333333333333,Tactical Digital Camo,0.0
645,PS5-TagLife,84,12.865662650602408,Tag Life,0.0
646,PS5-TieDye,417,13.784158415841583,Tie Dye,0.0
647,PS5-WhiteMotif,123,12.993478260869566,White Motif,0.0
648,PS5-WhiteSkulls,66,12.840625,Bone Pit,0.0
649,PS5-Wildfire,185,13.031967213114754,Wildfire,0.0
650,PS5-Wildstyle,171,13.038757396449702,Wildstyle,0.95
651,PS5-Wonderland,79,13.101898734177215,Wonderland,0.0
652,PS5-WoodlandCamo,83,12.937951807228915,Woodland Camo,0.95
653,PS5D_101-Console-HumanitysStrongest,11,33.13181818181818,Humanity's Strongest,0.0
654,PS5D_102-Console-UltraInstinctV2,42,33.52142857142857,Ultra Instinct V2,0.0
655,PS5D_103-Console-GogetaJapanRetro,52,34.642307692307696,Gogeta Japan Retro,0.95
656,PS5D_104-Console-Evangelion,18,33.50555555555556,Evangelion,0.0
657,PS5D_105-Console-FusionDance,13,34.026923076923076,Fusion Dance,0.0
658,PS5D_106-Console-ShenronsRevenge,21,33.80714285714286,Shenron's Revenge,0.0
659,PS5D_107-Console-NarutoSasuke,41,34.65731707317073,Sasuke,0.0
660,PS5D_108-Console-NarutoKurama,26,34.79615384615385,Kurama,0.0
661,PS5D_109-Console-Giyu,19,33.37105263157895,Giyu,0.95
662,PS5D_110-Console-SteelArmorAlchemist,1,32.95,Steel Armor Alchemist,0.0
663,PS5D_111-Console-AlchemistOfSteel,15,34.01666666666667,Alchemist of Steel,0.95
664,PS5D_112-Console-GokuUkiyo,9,34.06111111111111,Goku Ukiyo,0.0
665,PS5D_113-Console-FriezaJapanRetro,6,33.61666666666667,Frieza Retro,0.0
666,PS5D_114-Console-BrolyJapanRetro,16,33.2,Broly Retro,0.0
667,PS5D_115-Console-GokuRose,18,33.394444444444446,Goku Rose,0.95
668,PS5D_116-Console-UltraInstinct,11,33.35,Ultra Instinct,0.0
669,PS5D_117-Console-LoveBigApples,6,33.95,Love Big Apples,0.0
670,PS5D_118-Console-OnePunchStorm,5,33.75,One Punch Storm,0.0
671,PS5D_119-Console-OnePunchOneKill,9,33.394444444444446,"One Punch, One Kill",0.0
672,PS5D_120-Console-SailorStorm,13,33.41153846153846,Sailor Storm,0.0
673,PS5D_122-Console-VegetaRetro,34,33.538235294117655,Vegeta Japan Retro,0.0
674,PS5D_125-Console-HimokiToga,17,34.714705882352945,Himoki Toga,0.0
675,PS5D_126-Console-Izuku,5,34.15,Izuku,0.0
676,PS5D_127-Console-Joseph,7,33.52142857142858,Joseph,0.0
677,PS5D_128-Console-PirateKing,41,34.706097560975614,Pirate King,0.95
678,PS5D_129-Console-NarutoItachi,3,34.95,Itachi,0.95
679,PS5D_129-Console-Sunny,16,33.95,Sunny,0.0
680,PS5D_130-Console-NarutoItachi,105,34.7,Itachi,0.95
681,PS5D_131-Console-Shikamaru,10,33.55,Shikamaru,0.0
682,PS5D_132-Console-Zenitsu,17,33.3029411764706,Zenitsu,0.0
683,PS5D_133-Console-SixPathsofPain,22,33.222727272727276,Six Paths of Pain,0.95
684,PS5D_135-Console-YourName,1,32.95,Your Name,0.0
685,PS5D_136-Console-Nezuko,2,32.95,Nezuko,0.0
686,PS5D_137-Console-Kyojuro,1,32.95,Kyojuro,0.0
687,PS5D_138-Console-Tanjiro,2,32.95,Tanjiro,0.95
688,PS5D_201-Console-CloudUkiyo,11,34.222727272727276,Cloud Ukiyo,0.95
689,PS5D_202-Console-EllieAndJoel,12,33.11666666666667,Ellie and Joel,0.0
690,PS5D_203-Console-Cyberpunk,2,33.95,Cyberpunk,0.95
691,PS5D_204-Console-FinalStorm,11,33.13181818181818,Final Storm,0.0
692,PS5D_205-Console-FreeForAll,56,33.31363636363637,Free for All,0.0
693,PS5D_206-Console-LeonAndClaire,4,32.95,Leon and Claire,0.95
694,PS5D_207-Console-BioStorm,3,33.61666666666667,Bio Storm,0.95
695,PS5D_208-Console-Valhalla,2,33.95,Valhalla,0.0
696,PS5D_209-Console-PureGrit,7,33.23571428571429,Pure Grit,0.0
697,PS5D_210-Console-APathtotheStars,27,33.46851851851852,A Path to the Stars,0.0
698,PS5D_211-Console-VordrsBite,2,32.95,Vordr's Bite,0.0
699,PS5D_212-Console-FinalBattle,4,31.2,Final Battle,0.0
700,PS5D_213-Console-MrSilverhand,2,32.95,Mr. Silverhand,0.0
701,PS5D_214-Console-Alucard,3,34.28333333333334,Alucard,0.0
702,PS5D_224-Console-Ragnarok,68,34.832352941176474,Ragnarok,0.0
703,PS5D_225-Console-Ghost,13,33.565384615384616,Ghost,0.0
704,PS5D_301-Console-Zilla,64,33.60625,Zilla,0.95
705,PS5D_302-Console-Kong,7,33.52142857142858,Kong,0.0
706,PS5D_303-Console-TheOneRing,20,33.65,The One Ring,0.0
707,PS5D_304-Console-TheBirds,1,32.95,The Birds,0.95
708,PS5D_307-Console-Symbiote,36,35.53333333333333,Symbiote *LIMITED*,0.95
709,PS5D_308-Console-Host,105,35.63571428571429,Host *LIMITED*,0.0
710,PS5D_309-Console-SpiralHill,8,33.2,Spiral Hill,0.0
711,PS5D_310-Console-UniverseofRick,14,32.95,Universe of Rick,0.0
712,PS5D_311-Console-KingKaiju,4,32.95,King Kaiju,0.0
713,PS5D_313-Console-Versus,11,34.95,Versus,0.0
714,PS5D_401-Console-MatterofEssence,7,33.52142857142858,Matter of Essence,0.0
715,PS5D_402-Console-Spotlight,1,34.95,Spotlight,0.0
716,PS5D_403-Console-BearNature,3,32.95,Bear Nature,0.95
717,PS5D_404-Console-Threadless,6,33.61666666666667,Threadless,0.0
718,PS5D_405-Console-PyramidScheme,2,29.95,Pyramid Scheme,0.0
719,PS5D_406-Console-LiquidEmerald,6,33.61666666666667,Liquid Emerald,0.95
720,PS5D_407-Console-RedCity,1,32.95,Red City,0.0
721,PS5D_501-Console-NorthernLights,3,29.95,Northern Lights,0.0
722,PS5D_502-Console-Supernova,10,33.35,Supernova,0.95
723,PS5D_503-Console-Interstellar,4,29.95,Interstellar,0.0
724,PS5D_504-Console-SpaceSmoke,9,32.72777777777778,Space Smoke,0.95
725,PS5D_505-Console-StoneGalaxy,3,31.616666666666664,Stone Galaxy,0.0
726,PS5D_506-Console-HighVoltage,5,29.95,High Voltage,0.0
727,PS5D_507-Console-Aurora,27,33.394444444444446,Aurora,0.0
